FUNCTION00,STREET_N01,Segment_Di,Lanes,Median,Park,Shoulder,Bikelane,PedCrossin,Length,Index,Dir_drive,ADTJan2009-Dec2009,ADTJan2010-Dec2010,ADTJan2011-Dec2011,ADTJan2012-Dec2012,ADTJan2013-Dec2013,ADTJan2014-Dec2014,ADTJan2015-Dec2015,ADTJan2016-Dec2016,ADTJan2017-Dec2017,ADTJan2018-Dec2018,CollisionsJan2009-Dec2009,CollisionsJan2010-Dec2010,CollisionsJan2011-Dec2011,CollisionsJan2012-Dec2012,CollisionsJan2013-Dec2013,CollisionsJan2014-Dec2014,CollisionsJan2015-Dec2015,CollisionsJan2016-Dec2016,CollisionsJan2017-Dec2017,CollisionsJan2018-Dec2018,LnAvgADT,LnLength,SumCollisions,Offset,Offset2,Distance_to_school,Distance_to_senior,Number of DFS,Site_ID,Location_D,Direction,Speed_Limi,Ward,Neighbourh,Neighbou_1,Latitude,Longitude,Interventi,Enforcemen,Site_ID.1,Location_D.1,Direction.1,Speed_Limi.1,Ward.1,Neighbourh.1,Neighbou_1.1,Latitude.1,Longitude.1,Interventi.1,Enforcemen.1,Site_ID.2,Location_D.2,Direction.2,Speed_Limi.2,Ward.2,Neighbourh.2,Neighbou_1.2,Latitude.2,Longitude.2,Interventi.2,Enforcemen.2,avgADT,speed_osm,lanes_osm
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45670268,-113.3689063,,,,,,,,,,,,,,,,,,,,,,,,,6812.360438,40,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46146505,-113.3688462,,,,,,,,,,,,,,,,,,,,,,,,,7258.476643,40,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46146505,-113.3688462,,,,,,,,,,,,,,,,,,,,,,,,,7502.152702,40,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46550883,-113.3688449,,,,,,,,,,,,,,,,,,,,,,,,,7848.031886,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46550883,-113.3688449,,,,,,,,,,,,,,,,,,,,,,,,,8052.937473,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49534424,-113.3691012,,,,,,,,,,,,,,,,,,,,,,,,,5633.36393,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49534424,-113.3691012,,,,,,,,,,,,,,,,,,,,,,,,,5670.674566,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50576887,-113.3692373,,,,,,,,,,,,,,,,,,,,,,,,,5362.706078,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50576887,-113.3692373,,,,,,,,,,,,,,,,,,,,,,,,,5046.751722,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51035205,-113.3692854,,,,,,,,,,,,,,,,,,,,,,,,,6429.262055,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51035205,-113.3692854,,,,,,,,,,,,,,,,,,,,,,,,,6325.456994,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57025426,-113.3627,,,,,,,,,,,,,,,,,,,,,,,,,6626.261984,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5280204,-113.6151429,,,,,,,,,,,,,,,,,,,,,,,,,24948.07664,60,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52146081,-113.6151994,,,,,,,,,,,,,,,,,,,,,,,,,21290.42378,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53368139,-113.6150856,,,,,,,,,,,,,,,,,,,,,,,,,24940.57777,60,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54689157,-113.6153339,,,,,,,,,,,,,,,,,,,,,,,,,15149.07162,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55075508,-113.6151917,,,,,,,,,,,,,,,,,,,,,,,,,15434.61636,60,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57609528,-113.6151459,,,,,,,,,,,,,,,,,,,,,,,,,11311.60597,70,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43276594,-113.6144646,,,,,,,,,,,,,,,,,,,,,,,,,7881.952791,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42665587,-113.6146207,,,,,,,,,,,,,,,,,,,,,,,,,3627.8,70,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51633985,-113.6155307,,,,,,,,,,,,,,,,,,,,,,,,,23020.52262,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52164184,-113.6156064,,,,,,,,,,,,,,,,,,,,,,,,,21719.25141,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52829078,-113.6153908,,,,,,,,,,,,,,,,,,,,,,,,,24830.92496,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53395199,-113.6154014,,,,,,,,,,,,,,,,,,,,,,,,,25813.29937,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55093559,-113.615439,,,,,,,,,,,,,,,,,,,,,,,,,16042.86027,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55641704,-113.6154437,,,,,,,,,,,,,,,,,,,,,,,,,17724.03864,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57636579,-113.6154378,,,,,,,,,,,,,,,,,,,,,,,,,11239.19611,70,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43321675,-113.6149285,,,,,,,,,,,,,,,,,,,,,,,,,7284.354629,70,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4267464,-113.6148275,,,,,,,,,,,,,,,,,,,,,,,,,3346.85,70,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59065241,-113.6151344,,,,,,,,,,,,,,,,,,,,,,,,,8390.745223,70,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59065241,-113.6151344,,,,,,,,,,,,,,,,,,,,,,,,,7859.738016,70,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60763553,-113.6150722,,,,,,,,,,,,,,,,,,,,,,,,,6457.99894,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60763553,-113.6150722,,,,,,,,,,,,,,,,,,,,,,,,,5900.436803,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62213778,-113.3691829,,,,,,,,,,,,,,,,,,,,,,,,,2300.743734,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62213778,-113.3691829,,,,,,,,,,,,,,,,,,,,,,,,,2359.77575,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56790585,-113.6400836,,,,,,,,,,,,,,,,,,,,,,,,,8564.238005,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58201214,-113.6395531,,,,,,,,,,,,,,,,,,,,,,,,,5984.178612,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56808621,-113.6402964,,,,,,,,,,,,,,,,,,,,,,,,,9253.028737,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5820127,-113.6397403,,,,,,,,,,,,,,,,,,,,,,,,,6418.562502,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56269257,-113.6396026,,,,,,,,,,,,,,,,,,,,,,,,,7128.973563,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56269257,-113.6396026,,,,,,,,,,,,,,,,,,,,,,,,,7762.604862,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45180289,-113.4701597,,,,,,,,,,,,,,,,,,,,,,,,,15720.70425,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45227839,-113.4760987,,,,,,,,,,,,,,,,,,,,,,,,,14323.16366,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45356539,-113.4827401,,,,,,,,,,,,,,,,,,,,,,,,,15522.35687,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45368249,-113.4890692,,,,,,,,,,,,,,,,,,,,,,,,,15292.57365,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45381006,-113.4979666,,,,,,,,,,,,,,,,,,,,,,,,,17505.70934,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45384017,-113.5051836,,,,,,,,,,,,,,,,,,,,,,,,,15860.78955,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45381624,-113.5213678,,,,,,,,,,,,,,,,,,,,,,,,,13070.15206,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45420361,-113.5763622,,,,,,,,,,,,,,,,,,,,,,,,,9428.558314,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45397331,-113.5623303,,,,,,,,,,,,,,,,,,,,,,,,,11756.76922,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45399959,-113.5695639,,,,,,,,,,,,,,,,,,,,,,,,,8677.538404,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45630189,-113.5853341,,,,,,,,,,,,,,,,,,,,,,,,,10391.63895,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45198167,-113.4699452,,,,,,,,,,,,,,,,,,,,,,,,,15221.69066,70,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45236709,-113.4758342,,,,,,,,,,,,,,,,,,,,,,,,,14244.49659,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4540199,-113.505186,,,,,,,,,,,,,,,,,,,,,,,,,15078.87255,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45407713,-113.4973673,,,,,,,,,,,,,,,,,,,,,,,,,17598.83191,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45422112,-113.4889453,,,,,,,,,,,,,,,,,,,,,,,,,17028.7814,90,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4543832,-113.5763258,,,,,,,,,,,,,,,,,,,,,,,,,8985.403982,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45415288,-113.5622894,,,,,,,,,,,,,,,,,,,,,,,,,12581.12697,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45417932,-113.5695666,,,,,,,,,,,,,,,,,,,,,,,,,8665.033489,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45639047,-113.5849659,,,,,,,,,,,,,,,,,,,,,,,,,9947.481062,40,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45399376,-113.5208193,,,,,,,,,,,,,,,,,,,,,,,,,14249.13489,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46758373,-113.4827308,,,,,,,,,,,,,,,,,,,,,,,,,12870.10058,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46648177,-113.4773018,,,,,,,,,,,,,,,,,,,,,,,,,12783.39959,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46761241,-113.4893989,,,,,,,,,,,,,,,,,,,,,,,,,14886.16582,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4654654,-113.4709639,,,,,,,,,,,,,,,,,,,,,,,,,11969.52862,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46657068,-113.4770838,,,,,,,,,,,,,,,,,,,,,,,,,12803.54603,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46767249,-113.4824752,,,,,,,,,,,,,,,,,,,,,,,,,12897.26776,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46778961,-113.4888095,,,,,,,,,,,,,,,,,,,,,,,,,14687.52241,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45656174,-113.3937506,,,,,,,,,,,,,,,,,,,,,,,,,6966.971269,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46132461,-113.3937897,,,,,,,,,,,,,,,,,,,,,,,,,7930.035224,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46563795,-113.3937839,,,,,,,,,,,,,,,,,,,,,,,,,14165.2,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47022016,-113.3936388,,,,,,,,,,,,,,,,,,,,,,,,,10582.64021,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4767796,-113.3935483,,,,,,,,,,,,,,,,,,,,,,,,,10566.33118,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48333948,-113.3935467,,,,,,,,,,,,,,,,,,,,,,,,,13222.56667,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45656275,-113.3939493,,,,,,,,,,,,,,,,,,,,,,,,,6741.833027,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4613256,-113.3939839,,,,,,,,,,,,,,,,,,,,,,,,,7409.919105,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46563892,-113.3939752,,,,,,,,,,,,,,,,,,,,,,,,,13991.5,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47022115,-113.3938346,,,,,,,,,,,,,,,,,,,,,,,,,10366.78544,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47687045,-113.3937428,,,,,,,,,,,,,,,,,,,,,,,,,9164.714164,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48181292,-113.3937613,,,,,,,,,,,,,,,,,,,,,,,,,11848.98824,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48486851,-113.3938186,,,,,,,,,,,,,,,,,,,,,,,,,10946.9,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4911588,-113.3938178,,,,,,,,,,,,,,,,,,,,,,,,,7288.744518,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4911588,-113.3938178,,,,,,,,,,,,,,,,,,,,,,,,,7587.820522,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49637068,-113.3938023,,,,,,,,,,,,,,,,,,,,,,,,,7416.770146,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49637068,-113.3938023,,,,,,,,,,,,,,,,,,,,,,,,,7873.422919,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50607589,-113.3938432,,,,,,,,,,,,,,,,,,,,,,,,,6084.387969,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50607589,-113.3938432,,,,,,,,,,,,,,,,,,,,,,,,,6038.219141,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52674414,-113.3938875,,,,,,,,,,,,,,,,,,,,,,,,,6012.824,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52674414,-113.3938875,,,,,,,,,,,,,,,,,,,,,,,,,5457.158395,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43547446,-113.4179086,,,,,,,,,,,,,,,,,,,,,,,,,19469.14155,100,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.44410602,-113.4188954,,,,,,,,,,,,,,,,,,,,,,,,,15761.4712,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4619973,-113.420705,,,,,,,,,,,,,,,,,,,,,,,,,14530.62343,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45705384,-113.4204847,,,,,,,,,,,,,,,,,,,,,,,,,14038.38214,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46746734,-113.4183324,,,,,,,,,,,,,,,,,,,,,,,,,12714.86355,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47608553,-113.4165847,,,,,,,,,,,,,,,,,,,,,,,,,15562.96816,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48409018,-113.4180191,,,,,,,,,,,,,,,,,,,,,,,,,16282.65,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49343606,-113.418081,,,,,,,,,,,,,,,,,,,,,,,,,17512.05824,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48984148,-113.4180549,,,,,,,,,,,,,,,,,,,,,,,,,18380.60422,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49747986,-113.418092,,,,,,,,,,,,,,,,,,,,,,,,,17561.44683,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50853312,-113.4181637,,,,,,,,,,,,,,,,,,,,,,,,,16147.0542,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52408065,-113.418492,,,,,,,,,,,,,,,,,,,,,,,,,14099.68147,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53567251,-113.4184599,,,,,,,,,,,,,,,,,,,,,,,,,13515.37695,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53037097,-113.4185069,,,,,,,,,,,,,,,,,,,,,,,,,12946.11143,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53908708,-113.4184327,,,,,,,,,,,,,,,,,,,,,,,,,12833.39827,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43044143,-113.4177531,,,,,,,,,,,,,,,,,,,,,,,,,12822.96619,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42675711,-113.4177598,,,,,,,,,,,,,,,,,,,,,,,,,11510.65663,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43538539,-113.4180708,,,,,,,,,,,,,,,,,,,,,,,,,12750.78153,100,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.44410747,-113.4191934,,,,,,,,,,,,,,,,,,,,,,,,,16798.37875,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4399707,-113.418553,,,,,,,,,,,,,,,,,,,,,,,,,13703.96773,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45237696,-113.4196451,,,,,,,,,,,,,,,,,,,,,,,,,15632.11889,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45714532,-113.4208177,,,,,,,,,,,,,,,,,,,,,,,,,15450.02566,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46244818,-113.4210286,,,,,,,,,,,,,,,,,,,,,,,,,16140.89882,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46782649,-113.4182717,,,,,,,,,,,,,,,,,,,,,,,,,13103.93844,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47617729,-113.4169751,,,,,,,,,,,,,,,,,,,,,,,,,15847.03997,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48337279,-113.4183272,,,,,,,,,,,,,,,,,,,,,,,,,15854.75825,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49002234,-113.4182875,,,,,,,,,,,,,,,,,,,,,,,,,18504.06925,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49370659,-113.4182762,,,,,,,,,,,,,,,,,,,,,,,,,14979.36219,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49775034,-113.4182752,,,,,,,,,,,,,,,,,,,,,,,,,16706.37164,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50871402,-113.4184054,,,,,,,,,,,,,,,,,,,,,,,,,15329.68169,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50224356,-113.4183086,,,,,,,,,,,,,,,,,,,,,,,,,16591.94629,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51877946,-113.4186159,,,,,,,,,,,,,,,,,,,,,,,,,14643.73333,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52444121,-113.4187223,,,,,,,,,,,,,,,,,,,,,,,,,14083.7852,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53037205,-113.4187286,,,,,,,,,,,,,,,,,,,,,,,,,11122.72539,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53576345,-113.4186804,,,,,,,,,,,,,,,,,,,,,,,,,13122.01875,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53953756,-113.418674,,,,,,,,,,,,,,,,,,,,,,,,,11129.67253,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43044333,-113.4181428,,,,,,,,,,,,,,,,,,,,,,,,,12480.24299,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42675913,-113.4181736,,,,,,,,,,,,,,,,,,,,,,,,,10432.47146,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57287432,-113.4183874,,,,,,,,,,,,,,,,,,,,,,,,,5739.225,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57287432,-113.4183874,,,,,,,,,,,,,,,,,,,,,,,,,5551.8,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57754699,-113.4183776,,,,,,,,,,,,,,,,,,,,,,,,,8613.042695,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.40384414,-113.4181554,,,,,,,,,,,,,,,,,,,,,,,,,9072.785363,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.40384414,-113.4181554,,,,,,,,,,,,,,,,,,,,,,,,,9067.805324,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48810045,-113.4893307,,,,,,,,,,,,,,,,,,,,,,,,,10199.65185,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48806604,-113.4610293,,,,,,,,,,,,,,,,,,,,,,,,,10523.92352,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48818862,-113.4889349,,,,,,,,,,,,,,,,,,,,,,,,,10709.33619,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48815268,-113.4603155,,,,,,,,,,,,,,,,,,,,,,,,,9714.060956,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48812608,-113.474512,,,,,,,,,,,,,,,,,,,,,,,,,10652.88312,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48812608,-113.474512,,,,,,,,,,,,,,,,,,,,,,,,,9526.730846,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49817879,-113.5142297,,,,,,,,,,,,,,,,,,,,,,,,,11050.67553,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49828986,-113.5194776,,,,,,,,,,,,,,,,,,,,,,,,,12819.04774,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49978738,-113.4905045,,,,,,,,,,,,,,,,,,,,,,,,,13485.91001,60,4
